CallNum,CallDate,CallTime,Source,DuplicateCalls,ReasonCode,ReasonText,ActionCode,PoliceYN,FireIncidents_NotUsed,Jurisdiction,StreetNum,StreetName,StreetSuf,StreetApt,IStreetNum,iStreetName,iStreetSuf,IStreetApt,Location,SiteNum,District,Zone,ReportingCode,Officer1,Officer2,HazardYN,ModifiedDate,ModifiedTime,ModifiedID,CreatedDate,CreatedTime,ClosedByID,CreatedSec,LockedByID,PrimaryOfficer,ClosedDate,ClosedTime
15-58414,20150618,2201,O,,GNSH,Gunshot Call By Shotspotter,CS,Y,,BRO,39,SPRING,ST,,,,,,,,1323,A2,545,545,551,N,20150618,2211,545,20150618,2201,545,52,545,545,20150618,2211
15-61337,20150627,258,H,1,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,175,PLAIN,ST,,7,OTTO,ST,,,,5255,B3,,,,N,20150627,310,344,20150627,259,344,18,344,344,20150627,310
15-61347,20150627,401,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,,BOLTON,PL,,,,,,,,1523,B2,,,,N,20150627,408,534,20150627,402,534,11,534,,20150627,408
15-61919,20150628,2155,H,,GNSH,Gunshot Call By Shotspotter,MS,Y,,BRO,168,PROSPECT,ST,,,,,,,,3213,A1,,,,Y,20150628,2204,406,20150628,2157,406,7,406,406,20150628,2204
15-63063,20150701,2041,T,,GNSH,Gunshot Call By Shotspotter,MS,Y,,BRO,,CLINTON,AVE,,,,,,,,1233,B2,,,,N,20150701,2046,400,20150701,2042,400,53,400,400,20150701,2046
15-63761,20150703,2023,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,377,N MONTELLO,ST,,,,,,,,3114,A2,,,,N,20150703,2034,475,20150703,2024,475,48,475,475,20150703,2034
15-65336,20150708,234,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,,GOLDEN,CIR,,,,,,,,1335,A1,,,,N,20150708,245,532,20150708,236,532,48,532,,20150708,245
15-67480,20150713,1924,T,,GNSH,Gunshot Call By Shotspotter,MS,Y,,BRO,29,FARRINGTON,ST,,,,,,,,3111,A2,,,,N,20150713,1933,436,20150713,1925,436,17,436,,20150713,1933
15-67932,20150715,458,O,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,24,FALMOUTH,AVE,,,,,,,,1325,A2,536,536,,N,20150715,516,534,20150715,501,534,48,,,20150715,516
15-69036,20150717,2255,T,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,396,N WARREN,AVE,,,,,,,,3213,A2,,,,N,20150717,2258,292,20150717,2255,292,6,292,292,20150717,2258
15-69079,20150718,324,H,1,GNSH,Gunshot Call By Shotspotter,RT,Y,,BRO,82,TURNER,ST,,61,WAVERLY,ST,,,,3112,A2,,,,N,20150718,545,242,20150718,326,242,27,242,403,20150718,545
15-69621,20150719,2030,T,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,136,FRENCH,AVE,,,,,,,,2224,B1,,,,N,20150719,2108,506,20150719,2031,506,55,506,506,20150719,2108
15-71258,20150724,414,H,,GNSH,Gunshot Call By Shotspotter,CS,Y,,BRO,20,FOREST,AVE,,,,,,,,2112,B1,,,,N,20150724,852,382,20150724,414,551,21,382,551,20150724,423
15-71955,20150726,32,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,660,MONTELLO,ST,,,,,,,,5114,B2,,,,N,20150726,46,377,20150726,32,377,41,377,,20150726,46
15-72610,20150728,40,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,26,FLORENCE,ST,,,,,,,,2113,B2,,,,N,20150728,57,379,20150728,40,379,46,,,20150728,57
15-73137,20150729,1349,H,,GNSH,Gunshot Call By Shotspotter,RT,Y,,BRO,70,WOODBINE,ST,,194,KEITH AVE,EXT,,,,2234,B1,,,,N,20150729,1616,349,20150729,1352,349,11,509,517,20150729,1616
15-73236,20150729,1822,H,,GNSH,Gunshot Call By Shotspotter,MS,Y,,BRO,,HOWARD,SQ,,,,,,,,1235,B1,,,,N,20150730,4,379,20150729,1823,379,46,379,,20150730,4
15-74830,20150803,34,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,596,WARREN,AVE,,19,FOSTER,ST,,,,2112,B2,,,,N,20150803,115,532,20150803,34,532,6,532,532,20150803,115
15-77183,20150809,1528,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,22,HOWARD,ST,,,,,,,,3133,A2,,,,N,20150809,1540,505,20150809,1529,505,50,505,,20150809,1540
15-79272,20150815,324,H,1,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,689,MAIN,ST,,,,,,VICENTES TROPICAL GROCERY,2226,2115,B2,,,,N,20150815,335,475,20150815,325,475,52,475,532,20150815,335
15-79275,20150815,349,R,1,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,43,DAVIDS,ST,,,,,,,,2115,B2,,,,N,20150815,406,475,20150815,351,475,11,475,532,20150815,406
15-79772,20150816,1315,H,2,GNSH,Gunshot Call By Shotspotter,RT,Y,,BRO,145,PROSPECT,ST,,,,,,,,3213,A1,,,,N,20150816,2326,328,20150816,1316,328,34,509,552,20150816,2326
15-80950,20150820,33,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,26,FLORENCE,ST,,,,,,,,2113,B2,,,,N,20150820,100,379,20150820,33,379,40,,,20150820,100
15-82792,20150824,2054,H,1,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,115,PACKARD,WAY,,705,WARREN,AVE,,,,2314,B1,,,,N,20150824,2117,443,20150824,2054,443,37,460,,20150824,2117
15-87988,20150907,1305,R,1,GNSH,Gunshot Call By Shotspotter,RT,Y,,BRO,12,FARRINGTON,ST,,,,,,,,3111,A2,,,,N,20150907,1353,490,20150907,1305,490,43,490,490,20150907,1353
15-90555,20150914,401,R,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,5,W PARK,ST,,,,,,,,1226,B1,,,,Y,20150914,410,504,20150914,402,504,31,504,504,20150914,410
15-91287,20150915,2216,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,50,ELLIOT,ST,,,,,,,,4212,A3,,,,N,20150915,2228,332,20150915,2217,332,13,,,20150915,2228
15-91331,20150916,142,R,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,79,E MAIN,ST,,,,,,,,3122,A2,,,,N,20150916,149,519,20150916,143,519,26,519,,20150916,149
15-92715,20150919,136,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,102,HIGHLAND,ST,,,,,,,,1354,A1,,,,N,20150919,149,462,20150919,136,462,38,462,462,20150919,149
15-92956,20150919,1939,H,1,GNSH,Gunshot Call By Shotspotter,RT,Y,,BRO,10,WALNUT,ST,,,,,,,,1324,A2,,,,N,20150919,2323,349,20150919,1940,349,4,532,532,20150919,2323
15-93003,20150919,2232,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,,MAPLE,AVE,,,,,,,,1222,B2,,,,N,20150919,2240,349,20150919,2232,349,29,349,,20150919,2240
15-93237,20150920,1906,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,66,WATSON,ST,,,,,,,,2136,B3,,,,N,20150920,1922,349,20150920,1906,349,26,349,,20150920,1922
15-93258,20150920,1942,H,,GNSH,Gunshot Call By Shotspotter,MS,N,,BRO,998,MAIN,ST,,,,,,,,2123,B2,,,,N,20150920,1943,349,20150920,1943,349,54,,,20150920,1943
15-93668,20150921,2126,O,,GNSH,Gunshot Call By Shotspotter,MS,Y,,BRO,71,FOSTER,ST,,,,,,,,2212,B1,376,376,,Y,20150921,2231,376,20150921,2127,376,36,376,376,20150921,2231
15-93709,20150922,456,R,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,715,CRESCENT,ST,,,,,,,,5533,B3,,,,N,20150922,513,344,20150922,458,344,6,344,344,20150922,513
15-95673,20150927,519,H,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,607,N MONTELLO,ST,,,,,,DEPASQUALE RESIDENCE,3740,4121,A2,,,,Y,20150927,532,406,20150927,520,406,40,406,406,20150927,532
15-96222,20150928,1849,O,,GNSH,Gunshot Call By Shotspotter,UN,Y,,BRO,109,FITZPATRICK,AVE,,,,,,,,3321,A1,436,436,460,N,20150928,1922,349,20150928,1851,349,2,,,20150928,1922
